Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:27:56 | 3.1450 (0) | 27.3554 dC | 62.4076 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:27:58 | 3.1450 (0) | 27.3548 dC | 62.4019 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:00 | 3.1450 (0) | 27.3615 dC | 62.4123 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:02 | 3.1450 (0) | 27.3664 dC | 62.4085 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:04 | 3.1450 (0) | 27.3558 dC | 62.4460 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:06 | 3.1450 (0) | 27.3710 dC | 62.4298 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:08 | 3.1450 (0) | 27.3596 dC | 62.4061 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:10 | 3.1450 (0) | 27.3621 dC | 62.3870 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:12 | 3.1450 (0) | 27.3607 dC | 62.4154 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:14 | 3.1450 (0) | 27.3788 dC | 62.4143 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:16 | 3.1450 (0) | 27.3687 dC | 62.4056 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:18 | 3.1450 (0) | 27.3739 dC | 62.3765 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:20 | 3.1450 (0) | 27.3436 dC | 62.4004 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:22 | 3.1450 (0) | 27.3439 dC | 62.3789 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:24 | 3.1450 (0) | 27.3535 dC | 62.4082 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:26 | 3.1450 (0) | 27.3605 dC | 62.4107 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:28 | 3.1450 (0) | 27.3567 dC | 62.3976 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:30 | 3.1450 (0) | 27.3720 dC | 62.4019 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:32 | 3.1450 (0) | 27.3661 dC | 62.4004 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:34 | 3.1450 (0) | 27.3712 dC | 62.4162 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:36 | 3.1450 (0) | 27.3539 dC | 62.3632 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:38 | 3.1450 (0) | 27.3481 dC | 62.3845 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:40 | 3.1450 (0) | 27.3657 dC | 62.4047 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:42 | 3.1450 (0) | 27.3476 dC | 62.3660 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:44 | 3.1450 (0) | 27.3485 dC | 62.3693 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:46 | 3.1450 (0) | 27.3607 dC | 62.3640 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:48 | 3.1450 (0) | 27.3602 dC | 62.3421 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:50 | 3.1450 (0) | 27.3611 dC | 62.3801 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:52 | 3.1450 (0) | 27.3689 dC | 62.3697 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:54 | 3.1450 (0) | 27.3561 dC | 62.3679 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:56 | 3.1450 (0) | 27.3447 dC | 62.3708 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:28:58 | 3.1450 (0) | 27.3752 dC | 62.4003 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:00 | 3.1450 (0) | 27.3792 dC | 62.4088 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:02 | 3.1450 (0) | 27.3632 dC | 62.4059 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:04 | 3.1450 (0) | 27.3712 dC | 62.4155 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:06 | 3.1450 (0) | 27.3838 dC | 62.3515 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:08 | 3.1450 (0) | 27.3689 dC | 62.3594 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:10 | 3.1450 (0) | 27.3605 dC | 62.3796 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:12 | 3.1450 (0) | 27.3664 dC | 62.3554 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:14 | 3.1450 (0) | 27.3697 dC | 62.3539 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:16 | 3.1450 (0) | 27.3678 dC | 62.3843 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:18 | 3.1450 (0) | 27.3844 dC | 62.3935 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:20 | 3.1450 (0) | 27.3867 dC | 62.3755 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:22 | 3.1450 (0) | 27.3670 dC | 62.3313 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:24 | 3.1450 (0) | 27.3756 dC | 62.3758 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:26 | 3.1450 (0) | 27.3726 dC | 62.3514 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:28 | 3.1450 (0) | 27.3817 dC | 62.3295 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:30 | 3.1450 (0) | 27.3657 dC | 62.3728 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:32 | 3.1450 (0) | 27.3689 dC | 62.3913 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:34 | 3.1450 (0) | 27.3680 dC | 62.3620 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:36 | 3.1450 (0) | 27.3720 dC | 62.3651 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:38 | 3.1450 (0) | 27.3697 dC | 62.3866 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:40 | 3.1450 (0) | 27.3792 dC | 62.3642 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:42 | 3.1450 (0) | 27.3825 dC | 62.3715 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:44 | 3.1450 (0) | 27.3783 dC | 62.3465 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:46 | 3.1450 (0) | 27.3783 dC | 62.3562 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:48 | 3.1450 (0) | 27.3893 dC | 62.3291 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:50 | 3.1450 (0) | 27.3674 dC | 62.3172 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:52 | 3.1450 (0) | 27.3726 dC | 62.3407 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:54 | 3.1450 (0) | 27.3806 dC | 62.3682 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:56 | 3.1450 (0) | 27.3912 dC | 62.3651 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:29:58 | 3.1450 (0) | 27.3867 dC | 62.3674 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:00 | 3.1450 (0) | 27.3979 dC | 62.3631 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:02 | 3.1450 (0) | 27.3783 dC | 62.3396 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:04 | 3.1450 (0) | 27.3739 dC | 62.3475 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:06 | 3.1450 (0) | 27.3897 dC | 62.3333 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:08 | 3.1450 (0) | 27.3838 dC | 62.3769 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:10 | 3.1450 (0) | 27.3890 dC | 62.3189 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:12 | 3.1450 (0) | 27.3840 dC | 62.3387 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:14 | 3.1450 (0) | 27.3857 dC | 62.3376 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:16 | 3.1450 (0) | 27.3897 dC | 62.3441 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:18 | 3.1450 (0) | 27.3962 dC | 62.3365 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:20 | 3.1450 (0) | 27.3808 dC | 62.3572 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:22 | 3.1450 (0) | 27.3830 dC | 62.3139 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:24 | 3.1450 (0) | 27.3687 dC | 62.3125 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:26 | 3.1450 (0) | 27.3769 dC | 62.3254 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:28 | 3.1450 (0) | 27.3851 dC | 62.3495 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:30 | 3.1450 (0) | 27.3829 dC | 62.3400 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:32 | 3.1450 (0) | 27.3808 dC | 62.3268 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:34 | 3.1450 (0) | 27.3844 dC | 62.3220 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:36 | 3.1450 (0) | 27.3762 dC | 62.3009 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:38 | 3.1450 (0) | 27.3890 dC | 62.3266 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:40 | 3.1450 (0) | 27.3972 dC | 62.3310 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:42 | 3.1450 (0) | 27.3840 dC | 62.3322 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:44 | 3.1450 (0) | 27.3760 dC | 62.3307 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:46 | 3.1450 (0) | 27.3808 dC | 62.3248 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:48 | 3.1450 (0) | 27.3876 dC | 62.3199 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:50 | 3.1450 (0) | 27.3733 dC | 62.3146 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:52 | 3.1450 (0) | 27.3815 dC | 62.3359 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:54 | 3.1450 (0) | 27.3739 dC | 62.3444 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:56 | 3.1450 (0) | 27.3798 dC | 62.3325 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:30:58 | 3.1450 (0) | 27.3880 dC | 62.3125 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:00 | 3.1450 (0) | 27.3998 dC | 62.3258 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:02 | 3.1450 (0) | 27.3939 dC | 62.3267 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:04 | 3.1450 (0) | 27.3945 dC | 62.3091 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:06 | 3.1450 (0) | 27.3911 dC | 62.3213 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:08 | 3.1450 (0) | 27.3994 dC | 62.3227 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:10 | 3.1450 (0) | 27.3991 dC | 62.3139 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:12 | 3.1450 (0) | 27.4012 dC | 62.3008 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:14 | 3.1450 (0) | 27.3884 dC | 62.2948 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:16 | 3.1450 (0) | 27.3830 dC | 62.2945 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:18 | 3.1450 (0) | 27.3712 dC | 62.3071 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:20 | 3.1450 (0) | 27.3794 dC | 62.2931 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:22 | 3.1450 (0) | 27.3821 dC | 62.3114 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:24 | 3.1450 (0) | 27.3853 dC | 62.2878 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:26 | 3.1450 (0) | 27.3897 dC | 62.3528 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:28 | 3.1450 (0) | 27.3880 dC | 62.3105 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:30 | 3.1450 (0) | 27.3840 dC | 62.2908 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:32 | 3.1450 (0) | 27.3981 dC | 62.3186 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:34 | 3.1450 (0) | 27.3876 dC | 62.3158 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:36 | 3.1450 (0) | 27.4099 dC | 62.2986 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:38 | 3.1450 (0) | 27.3956 dC | 62.3180 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:40 | 3.1450 (0) | 27.3935 dC | 62.3055 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:42 | 3.1450 (0) | 27.3920 dC | 62.3024 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:31:44 | 3.1450 (0) | 27.3829 dC | 62.3121 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:32:08 | 3.1450 (0) | 27.4076 dC | 62.2915 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:10 | 3.1450 (0) | 27.3922 dC | 62.3241 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:12 | 3.1450 (0) | 27.3975 dC | 62.3195 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:14 | 3.1450 (0) | 27.3760 dC | 62.3133 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:16 | 3.1450 (0) | 27.3911 dC | 62.2786 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:18 | 3.1450 (0) | 27.3897 dC | 62.3172 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:20 | 3.1450 (0) | 27.3989 dC | 62.3063 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:22 | 3.1450 (0) | 27.4084 dC | 62.3005 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:24 | 3.1450 (0) | 27.3762 dC | 62.2900 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:26 | 3.1450 (0) | 27.3829 dC | 62.2879 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:28 | 3.1450 (0) | 27.3962 dC | 62.2902 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:30 | 3.1450 (0) | 27.3985 dC | 62.3123 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:32 | 3.1450 (0) | 27.4027 dC | 62.2836 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:34 | 3.1450 (0) | 27.3985 dC | 62.3211 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:36 | 3.1450 (0) | 27.3930 dC | 62.3068 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:38 | 3.1450 (0) | 27.3943 dC | 62.2855 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:40 | 3.1450 (0) | 27.3972 dC | 62.2806 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:42 | 3.1450 (0) | 27.3912 dC | 62.2888 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:44 | 3.1450 (0) | 27.3893 dC | 62.2864 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:46 | 3.1450 (0) | 27.3743 dC | 62.2984 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:48 | 3.1450 (0) | 27.3880 dC | 62.2603 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:50 | 3.1450 (0) | 27.3788 dC | 62.2841 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:52 | 3.1450 (0) | 27.3911 dC | 62.2861 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:54 | 3.1450 (0) | 27.3907 dC | 62.2941 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:56 | 3.1450 (0) | 27.4061 dC | 62.2975 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:32:58 | 3.1450 (0) | 27.3876 dC | 62.3096 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:00 | 3.1450 (0) | 27.3981 dC | 62.3013 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:02 | 3.1450 (0) | 27.3922 dC | 62.2623 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:04 | 3.1450 (0) | 27.3945 dC | 62.3073 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:06 | 3.1450 (0) | 27.3806 dC | 62.2759 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:08 | 3.1450 (0) | 27.4035 dC | 62.3107 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:10 | 3.1450 (0) | 27.3870 dC | 62.2949 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:12 | 3.1450 (0) | 27.3788 dC | 62.3070 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:14 | 3.1450 (0) | 27.4050 dC | 62.3092 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:16 | 3.1450 (0) | 27.3857 dC | 62.2998 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:18 | 3.1450 (0) | 27.3949 dC | 62.2898 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:20 | 3.1450 (0) | 27.4014 dC | 62.2986 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:22 | 3.1450 (0) | 27.4063 dC | 62.2637 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:24 | 3.1450 (0) | 27.4130 dC | 62.2858 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:26 | 3.1450 (0) | 27.3943 dC | 62.3038 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:28 | 3.1450 (0) | 27.4050 dC | 62.2910 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:30 | 3.1450 (0) | 27.4090 dC | 62.3041 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:32 | 3.1450 (0) | 27.3998 dC | 62.2947 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:34 | 3.1450 (0) | 27.4254 dC | 62.2681 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:36 | 3.1450 (0) | 27.4054 dC | 62.2923 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:38 | 3.1450 (0) | 27.4002 dC | 62.3068 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
